index,variable,value,lat,lon
2016-01-01,28079008,1.056521739130435,40.4215533,-3.6823158
2016-01-02,28079008,1.0833333333333333,40.4215533,-3.6823158
2016-01-03,28079008,1.1500000000000001,40.4215533,-3.6823158
2016-01-04,28079008,0.9166666666666666,40.4215533,-3.6823158
2016-01-05,28079008,1.4291666666666665,40.4215533,-3.6823158
2016-01-06,28079008,0.7958333333333334,40.4215533,-3.6823158
2016-01-07,28079008,1.1166666666666667,40.4215533,-3.6823158
2016-01-08,28079008,1.2249999999999999,40.4215533,-3.6823158
2016-01-09,28079008,0.9291666666666667,40.4215533,-3.6823158
2016-01-10,28079008,0.47500000000000003,40.4215533,-3.6823158
2016-01-11,28079008,1.1,40.4215533,-3.6823158
2016-01-12,28079008,3.7916666666666665,40.4215533,-3.6823158
2016-01-13,28079008,5.204166666666667,40.4215533,-3.6823158
2016-01-14,28079008,4.195833333333334,40.4215533,-3.6823158
2016-01-15,28079008,2.5708333333333333,40.4215533,-3.6823158
2016-01-16,28079008,1.5458333333333334,40.4215533,-3.6823158
2016-01-17,28079008,1.7625,40.4215533,-3.6823158
2016-01-18,28079008,2.475,40.4215533,-3.6823158
2016-01-19,28079008,3.3249999999999997,40.4215533,-3.6823158
2016-01-20,28079008,4.645833333333333,40.4215533,-3.6823158
2016-01-21,28079008,3.8041666666666667,40.4215533,-3.6823158
2016-01-22,28079008,5.1125,40.4215533,-3.6823158
2016-01-23,28079008,4.554166666666666,40.4215533,-3.6823158
2016-01-24,28079008,4.55,40.4215533,-3.6823158
2016-01-25,28079008,4.720833333333333,40.4215533,-3.6823158
2016-01-26,28079008,5.25,40.4215533,-3.6823158
2016-01-27,28079008,4.354166666666667,40.4215533,-3.6823158
2016-01-28,28079008,2.8208333333333333,40.4215533,-3.6823158
2016-01-29,28079008,2.5791666666666666,40.4215533,-3.6823158
2016-01-30,28079008,1.8625,40.4215533,-3.6823158
2016-01-31,28079008,2.0375,40.4215533,-3.6823158
2016-02-01,28079008,6.045833333333333,40.4215533,-3.6823158
2016-02-02,28079008,6.904166666666666,40.4215533,-3.6823158
2016-02-03,28079008,3.3333333333333335,40.4215533,-3.6823158
2016-02-04,28079008,2.475,40.4215533,-3.6823158
2016-02-05,28079008,3.0416666666666665,40.4215533,-3.6823158
2016-02-06,28079008,3.0208333333333335,40.4215533,-3.6823158
2016-02-07,28079008,0.9,40.4215533,-3.6823158
2016-02-08,28079008,1.575,40.4215533,-3.6823158
2016-02-09,28079008,1.1500000000000001,40.4215533,-3.6823158
2016-02-10,28079008,1.2,40.4215533,-3.6823158
2016-02-11,28079008,1.7249999999999999,40.4215533,-3.6823158
2016-02-12,28079008,1.4000000000000001,40.4215533,-3.6823158
2016-02-13,28079008,0.6625,40.4215533,-3.6823158
2016-02-14,28079008,0.6124999999999999,40.4215533,-3.6823158
2016-02-15,28079008,1.820833333333333,40.4215533,-3.6823158
2016-02-16,28079008,1.7666666666666666,40.4215533,-3.6823158
2016-02-17,28079008,2.8208333333333333,40.4215533,-3.6823158
2016-02-18,28079008,2.2041666666666666,40.4215533,-3.6823158
2016-02-19,28079008,3.2291666666666665,40.4215533,-3.6823158
2016-02-20,28079008,3.1750000000000003,40.4215533,-3.6823158
2016-02-21,28079008,2.3583333333333334,40.4215533,-3.6823158
2016-02-22,28079008,3.279166666666667,40.4215533,-3.6823158
2016-02-23,28079008,4.616666666666666,40.4215533,-3.6823158
2016-02-24,28079008,6.279166666666666,40.4215533,-3.6823158
2016-02-25,28079008,7.1000000000000005,40.4215533,-3.6823158
2016-02-26,28079008,2.091666666666667,40.4215533,-3.6823158
2016-02-27,28079008,1.2583333333333333,40.4215533,-3.6823158
2016-02-28,28079008,1.2625,40.4215533,-3.6823158
2016-02-29,28079008,2.245833333333333,40.4215533,-3.6823158
2016-03-01,28079008,4.5,40.4215533,-3.6823158
2016-03-02,28079008,5.458333333333333,40.4215533,-3.6823158
2016-03-03,28079008,3.7083333333333335,40.4215533,-3.6823158
2016-03-04,28079008,3.6791666666666667,40.4215533,-3.6823158
2016-03-05,28079008,1.1958333333333333,40.4215533,-3.6823158
2016-03-06,28079008,1.0041666666666667,40.4215533,-3.6823158
2016-03-07,28079008,2.1333333333333333,40.4215533,-3.6823158
2016-03-08,28079008,2.0500000000000003,40.4215533,-3.6823158
2016-03-09,28079008,3.233333333333333,40.4215533,-3.6823158
2016-03-10,28079008,1.95,40.4215533,-3.6823158
2016-03-11,28079008,2.0416666666666665,40.4215533,-3.6823158
2016-03-12,28079008,1.8,40.4215533,-3.6823158
2016-03-13,28079008,1.4375,40.4215533,-3.6823158
2016-03-14,28079008,1.7125000000000001,40.4215533,-3.6823158
2016-03-15,28079008,2.625,40.4215533,-3.6823158
2016-03-16,28079008,4.9125000000000005,40.4215533,-3.6823158
2016-03-17,28079008,3.3125,40.4215533,-3.6823158
2016-03-18,28079008,2.4625,40.4215533,-3.6823158
2016-03-19,28079008,0.9874999999999999,40.4215533,-3.6823158
2016-03-20,28079008,1.1208333333333333,40.4215533,-3.6823158
2016-03-21,28079008,2.2583333333333333,40.4215533,-3.6823158
2016-03-22,28079008,2.6666666666666665,40.4215533,-3.6823158
2016-03-23,28079008,2.9291666666666667,40.4215533,-3.6823158
2016-03-24,28079008,1.3666666666666665,40.4215533,-3.6823158
2016-03-25,28079008,2.7916666666666665,40.4215533,-3.6823158
2016-03-26,28079008,1.8708333333333333,40.4215533,-3.6823158
2016-03-27,28079008,0.7666666666666666,40.4215533,-3.6823158
2016-03-28,28079008,1.1666666666666667,40.4215533,-3.6823158
2016-03-29,28079008,1.5125,40.4215533,-3.6823158
2016-03-30,28079008,4.016666666666667,40.4215533,-3.6823158
2016-03-31,28079008,2.2041666666666666,40.4215533,-3.6823158
2016-04-01,28079008,1.9875,40.4215533,-3.6823158
2016-04-02,28079008,1.25,40.4215533,-3.6823158
2016-04-03,28079008,1.3083333333333333,40.4215533,-3.6823158
2016-04-04,28079008,1.4083333333333332,40.4215533,-3.6823158
2016-04-05,28079008,2.2041666666666666,40.4215533,-3.6823158
2016-04-06,28079008,2.2333333333333334,40.4215533,-3.6823158
2016-04-07,28079008,2.7583333333333333,40.4215533,-3.6823158
2016-04-08,28079008,2.954166666666667,40.4215533,-3.6823158
2016-04-09,28079008,1.5583333333333333,40.4215533,-3.6823158
2016-04-10,28079008,0.7541666666666668,40.4215533,-3.6823158
2016-04-11,28079008,1.1458333333333333,40.4215533,-3.6823158
2016-04-12,28079008,1.2708333333333333,40.4215533,-3.6823158
2016-04-13,28079008,1.4875,40.4215533,-3.6823158
2016-04-14,28079008,2.1374999999999997,40.4215533,-3.6823158
2016-04-15,28079008,3.7375000000000003,40.4215533,-3.6823158
2016-04-16,28079008,1.1833333333333333,40.4215533,-3.6823158
