,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01 01:00:00,7.0,15.0,16.0,3.0,2.0,16.0,4.0,2.0,5.0,6.0,5.0,4.0,4.0,18.0,5.0,10.0,6.0,5.0,4.0,24.0,27.0,22.0,14.0,33.0,9.0,19.0,14.0,15.0,7.0,8.0,37.0,8.0,23.0,13.0,13.0,15.0,8.0,18.0,14.0,13.0,12.0,47.0,7.0,6.0,23.0,10.0,66.59,66.78,72.2,75.77,83.79,72.87,54.08,81.71,64.39,67.71,63.55,84.84,61.76,75.57,0.9,0.4,0.1,0.2,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.2,1.37,1.16,1.31,1.27,1.11,0.93,0.1,0.05,0.37,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,9.0,1.0,1.0,5.0,1.0,10.0,26.0,7.0,18.0,13.0,14.0,6.0,6.0,28.0,7.0,15.0,11.0,11.0,13.0,6.0,17.0,10.0,10.0,11.0,34.0,5.0,5.0,16.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0
2016-05-01 02:00:00,7.0,15.0,16.0,3.0,2.0,18.0,4.0,2.0,4.0,6.0,5.0,2.0,3.0,11.0,5.0,16.0,8.0,7.0,5.0,6.0,6.0,6.0,16.0,34.0,9.0,11.0,11.0,16.0,8.0,3.0,32.0,6.0,15.0,9.0,10.0,9.0,8.0,12.0,13.0,11.0,8.0,31.0,5.0,5.0,8.0,7.0,62.17,73.68,72.88,71.77,78.69,76.3,54.22,81.95,67.66,72.07,71.74,81.36,83.69,77.08,0.6,0.3,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,1.36,1.16,1.31,1.26,1.12,0.93,0.1,0.04,0.38,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,12.0,25.0,8.0,9.0,9.0,14.0,6.0,1.0,26.0,4.0,12.0,7.0,8.0,8.0,6.0,11.0,9.0,8.0,7.0,22.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0
2016-05-01 03:00:00,7.0,15.0,16.0,3.0,2.0,13.0,4.0,2.0,4.0,6.0,7.0,3.0,3.0,11.0,6.0,7.0,5.0,5.0,4.0,2.0,3.0,1.0,15.0,25.0,7.0,6.0,9.0,11.0,6.0,3.0,21.0,5.0,13.0,8.0,8.0,6.0,7.0,9.0,10.0,10.0,7.0,32.0,4.0,5.0,5.0,7.0,67.73,77.91,74.53,77.88,80.45,79.16,61.97,82.44,70.48,72.15,70.6,79.86,88.98,79.26,0.5,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,1.36,1.16,1.3,1.26,1.11,0.93,0.1,0.05,0.38,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,11.0,19.0,5.0,5.0,7.0,8.0,5.0,1.0,18.0,3.0,10.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,23.0,3.0,4.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0
2016-05-01 04:00:00,7.0,15.0,16.0,3.0,2.0,13.0,4.0,1.0,4.0,7.0,5.0,2.0,6.0,7.0,4.0,6.0,4.0,5.0,4.0,12.0,5.0,3.0,15.0,22.0,6.0,6.0,7.0,9.0,5.0,3.0,23.0,5.0,15.0,8.0,13.0,7.0,7.0,7.0,10.0,9.0,8.0,23.0,4.0,5.0,6.0,5.0,69.41,76.37,74.48,77.73,80.63,74.94,59.34,79.03,71.28,65.56,74.81,73.34,86.58,78.35,0.4,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1.35,1.16,1.29,1.26,1.11,0.93,0.09,0.05,0.37,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,10.0,16.0,5.0,4.0,6.0,8.0,4.0,1.0,19.0,3.0,10.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,17.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0
2016-05-01 05:00:00,7.0,15.0,16.0,3.0,2.0,16.0,4.0,2.0,4.0,7.0,9.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,8.0,13.0,6.0,13.0,20.0,7.0,6.0,8.0,8.0,5.0,4.0,20.0,5.0,11.0,7.0,8.0,7.0,7.0,6.0,9.0,9.0,9.0,24.0,4.0,5.0,6.0,5.0,69.09,74.89,72.21,77.18,77.62,71.49,59.09,79.0,69.8,60.81,73.8,66.45,84.36,75.74,0.4,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1.36,1.16,1.3,1.26,1.11,0.93,0.09,0.05,0.37,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,10.0,15.0,5.0,4.0,7.0,6.0,4.0,2.0,18.0,4.0,8.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,8.0,17.0,3.0,3.0,1.0,4.0,6.0,3.0,4.0,3.0,3.0,2.0
2016-05-01 06:00:00,7.0,15.0,16.0,3.0,2.0,14.0,4.0,2.0,4.0,7.0,5.0,2.0,3.0,6.0,5.0,6.0,1.0,6.0,1.0,12.0,2.0,2.0,10.0,20.0,5.0,9.0,8.0,10.0,5.0,20.0,29.0,6.0,11.0,7.0,9.0,7.0,5.0,9.0,10.0,7.0,12.0,25.0,5.0,7.0,9.0,5.0,66.66,69.48,72.21,74.34,76.19,51.75,53.61,77.13,65.42,65.06,71.79,57.83,72.64,72.63,0.4,0.3,0.1,0.1,0.2,0.6,0.2,0.1,0.1,0.1,0.1,0.2,1.35,1.16,1.33,1.27,1.11,0.94,0.09,0.05,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,7.0,15.0,4.0,8.0,7.0,8.0,4.0,17.0,23.0,4.0,8.0,5.0,7.0,6.0,3.0,8.0,6.0,4.0,10.0,19.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0
2016-05-01 07:00:00,7.0,15.0,16.0,3.0,2.0,13.0,4.0,2.0,4.0,7.0,8.0,2.0,5.0,9.0,3.0,7.0,2.0,6.0,2.0,4.0,7.0,5.0,14.0,21.0,9.0,11.0,10.0,11.0,6.0,12.0,48.0,7.0,9.0,8.0,11.0,11.0,7.0,11.0,16.0,8.0,18.0,29.0,6.0,7.0,11.0,7.0,63.44,65.35,68.47,70.38,74.64,59.79,48.65,75.94,61.58,63.59,66.32,52.41,72.15,72.56,0.4,0.2,0.1,0.1,0.2,0.5,0.2,0.1,0.1,0.1,0.1,0.2,1.36,1.16,1.32,1.27,1.11,0.94,0.09,0.05,0.38,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,9.0,16.0,8.0,9.0,9.0,9.0,5.0,10.0,25.0,5.0,8.0,6.0,9.0,10.0,4.0,9.0,12.0,5.0,16.0,22.0,4.0,6.0,5.0,5.0,6.0,2.0,2.0,1.0,4.0,1.0
2016-05-01 08:00:00,7.0,15.0,16.0,3.0,2.0,14.0,4.0,2.0,4.0,7.0,6.0,1.0,4.0,3.0,4.0,7.0,5.0,5.0,6.0,4.0,1.0,2.0,21.0,29.0,19.0,19.0,13.0,14.0,10.0,20.0,35.0,10.0,18.0,11.0,11.0,12.0,13.0,14.0,26.0,10.0,33.0,32.0,7.0,14.0,26.0,17.0,55.56,57.61,63.44,66.1,68.08,58.13,45.38,70.52,56.19,61.87,64.75,45.49,54.24,68.15,0.6,0.4,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.3,1.37,1.16,1.33,1.27,1.12,0.94,0.1,0.05,0.39,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,6.0,1.0,1.0,6.0,3.0,15.0,23.0,17.0,18.0,12.0,13.0,9.0,18.0,29.0,8.0,16.0,9.0,9.0,11.0,10.0,12.0,19.0,7.0,29.0,23.0,6.0,13.0,17.0,12.0,3.0,1.0,2.0,3.0,3.0,3.0
