,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079056,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050,28079056
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01 01:00:00,7.0,9.0,12.0,7.0,5.0,8.0,9.0,7.0,4.0,8.0,25.0,31.0,17.0,22.0,25.0,33.0,24.0,12.0,18.0,21.0,10.0,24.0,16.0,62.0,185.0,141.0,171.0,186.0,72.0,32.0,109.0,108.0,67.0,114.0,213.0,147.0,100.0,78.0,100.0,134.0,152.0,104.0,60.0,182.0,15.0,101.0,76.0,2.95,4.99,3.95,22.22,38.77,14.76,3.19,2.69,11.35,3.29,35.51,57.16,6.41,25.59,6.1,6.8,5.1,1.4,5.4,4.7,1.2,1.1,0.5,0.2,0.8,0.8,1.69,1.16,1.56,1.42,1.0,1.16,0.27,0.16,0.41,0.2,0.5,0.7,0.4,0.2,0.8,0.4,0.8,0.2,0.6,3.0,45.0,19.0,39.0,53.0,1.0,1.0,15.0,11.0,2.0,15.0,65.0,24.0,6.0,6.0,8.0,20.0,38.0,8.0,3.0,40.0,1.0,4.0,2.0,57.0,117.0,112.0,112.0,105.0,70.0,30.0,86.0,90.0,63.0,91.0,113.0,111.0,90.0,69.0,87.0,105.0,94.0,92.0,55.0,121.0,13.0,95.0,73.0,12.0,8.0,15.0,9.0,98.0,10.0,8.0
2020-09-01 02:00:00,7.0,10.0,10.0,6.0,5.0,9.0,9.0,7.0,4.0,6.0,44.0,18.0,15.0,18.0,15.0,26.0,20.0,8.0,27.0,24.0,7.0,31.0,16.0,45.0,170.0,112.0,92.0,108.0,34.0,31.0,44.0,127.0,77.0,104.0,141.0,107.0,56.0,99.0,141.0,107.0,79.0,66.0,42.0,58.0,13.0,49.0,99.0,5.63,21.49,6.05,48.74,34.63,44.0,1.63,3.33,4.96,12.52,44.09,52.77,36.49,20.85,11.3,6.0,3.9,1.0,6.0,3.5,1.7,0.8,0.4,0.2,0.8,0.6,1.75,1.15,1.4,1.45,0.99,1.04,0.3,0.17,0.36,0.1,0.4,0.4,0.3,0.2,0.6,0.4,0.6,0.1,0.3,3.0,40.0,8.0,9.0,13.0,1.0,1.0,1.0,26.0,2.0,11.0,26.0,4.0,1.0,16.0,25.0,7.0,4.0,2.0,3.0,2.0,1.0,1.0,7.0,41.0,109.0,100.0,78.0,89.0,32.0,30.0,43.0,86.0,74.0,87.0,101.0,101.0,55.0,74.0,102.0,96.0,73.0,63.0,37.0,54.0,12.0,47.0,89.0,19.0,8.0,9.0,9.0,47.0,17.0,5.0
2020-09-01 03:00:00,7.0,9.0,10.0,6.0,5.0,8.0,9.0,7.0,4.0,6.0,24.0,15.0,14.0,16.0,11.0,37.0,15.0,6.0,15.0,20.0,14.0,20.0,12.0,36.0,52.0,24.0,18.0,90.0,37.0,31.0,48.0,79.0,37.0,52.0,48.0,47.0,49.0,84.0,95.0,28.0,62.0,41.0,51.0,21.0,11.0,13.0,52.0,47.19,65.37,5.85,34.26,32.27,39.46,35.88,38.45,12.75,27.01,28.97,49.49,62.02,42.47,8.4,1.4,3.3,1.4,6.7,2.9,1.2,0.2,0.3,0.2,0.7,0.5,1.53,1.15,1.31,1.38,0.98,0.98,0.15,0.17,0.34,0.1,0.2,0.2,0.3,0.2,0.4,0.3,0.3,0.1,0.2,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,17.0,1.0,3.0,1.0,1.0,1.0,9.0,10.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,34.0,47.0,23.0,16.0,79.0,35.0,30.0,47.0,53.0,35.0,47.0,47.0,46.0,47.0,70.0,79.0,27.0,57.0,39.0,46.0,20.0,10.0,12.0,51.0,13.0,7.0,5.0,6.0,19.0,4.0,13.0
2020-09-01 04:00:00,8.0,8.0,10.0,6.0,5.0,8.0,9.0,6.0,4.0,6.0,8.0,3.0,16.0,7.0,21.0,11.0,15.0,4.0,20.0,19.0,12.0,17.0,8.0,46.0,35.0,17.0,10.0,109.0,31.0,26.0,51.0,47.0,27.0,23.0,20.0,32.0,38.0,57.0,30.0,18.0,49.0,41.0,54.0,13.0,11.0,12.0,30.0,56.49,67.42,3.56,33.74,30.11,30.5,49.12,61.09,41.68,33.63,23.16,45.35,60.02,61.01,4.7,0.4,2.2,1.4,4.6,2.2,0.7,0.1,0.3,0.2,0.4,0.3,1.46,1.15,1.42,1.35,0.98,1.01,0.11,0.17,0.41,0.1,0.1,0.1,0.3,0.2,0.3,0.3,0.2,0.1,0.2,3.0,2.0,1.0,1.0,20.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,42.0,32.0,16.0,9.0,78.0,30.0,25.0,50.0,35.0,24.0,20.0,19.0,30.0,36.0,55.0,27.0,17.0,44.0,39.0,47.0,12.0,9.0,11.0,27.0,2.0,9.0,10.0,7.0,15.0,9.0,10.0
2020-09-01 05:00:00,9.0,9.0,10.0,6.0,5.0,8.0,9.0,6.0,4.0,6.0,13.0,11.0,13.0,7.0,18.0,13.0,13.0,8.0,2.0,13.0,7.0,13.0,7.0,40.0,28.0,11.0,10.0,79.0,27.0,24.0,31.0,39.0,26.0,14.0,13.0,26.0,30.0,42.0,16.0,12.0,32.0,43.0,38.0,12.0,12.0,10.0,17.0,56.47,62.81,11.59,39.81,24.68,40.57,52.75,64.95,46.84,50.11,32.87,42.75,58.04,68.04,3.2,0.2,3.1,1.1,3.2,2.0,0.5,0.1,0.3,0.2,0.3,0.3,1.44,1.15,1.49,1.34,0.98,1.04,0.09,0.17,0.44,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.2,0.1,0.2,2.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,37.0,25.0,10.0,9.0,62.0,26.0,22.0,30.0,29.0,25.0,13.0,11.0,25.0,29.0,41.0,13.0,11.0,27.0,42.0,34.0,10.0,11.0,8.0,15.0,7.0,6.0,11.0,6.0,14.0,1.0,5.0
2020-09-01 06:00:00,8.0,9.0,10.0,6.0,5.0,8.0,9.0,6.0,4.0,6.0,14.0,8.0,15.0,11.0,11.0,11.0,14.0,8.0,5.0,23.0,4.0,4.0,6.0,27.0,32.0,13.0,13.0,57.0,32.0,23.0,43.0,55.0,37.0,20.0,12.0,27.0,28.0,39.0,15.0,11.0,37.0,41.0,42.0,9.0,11.0,12.0,14.0,51.14,55.7,18.18,31.19,25.88,29.44,39.73,63.64,49.47,43.04,29.4,39.12,53.03,67.19,2.6,0.2,2.3,1.8,2.3,2.3,0.4,0.1,0.3,0.2,0.1,0.3,1.43,1.17,1.31,1.34,0.99,0.97,0.09,0.18,0.33,0.1,0.1,0.1,0.3,0.2,0.5,0.3,0.2,0.1,0.2,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,25.0,28.0,11.0,12.0,50.0,30.0,21.0,41.0,36.0,32.0,19.0,10.0,25.0,26.0,38.0,12.0,9.0,32.0,38.0,37.0,7.0,10.0,10.0,13.0,9.0,9.0,5.0,7.0,15.0,1.0,2.0
2020-09-01 07:00:00,9.0,9.0,10.0,6.0,5.0,8.0,9.0,6.0,4.0,6.0,4.0,7.0,16.0,1.0,14.0,15.0,10.0,5.0,15.0,9.0,10.0,8.0,9.0,45.0,39.0,20.0,20.0,91.0,40.0,23.0,43.0,52.0,31.0,27.0,22.0,31.0,38.0,38.0,17.0,16.0,43.0,69.0,56.0,14.0,20.0,16.0,37.0,41.92,49.39,4.08,21.24,18.32,31.02,37.72,52.43,43.53,43.13,24.46,32.84,49.75,49.39,2.6,0.2,2.8,1.7,1.6,1.9,0.4,0.1,0.3,0.2,0.1,0.2,1.43,1.17,1.33,1.34,1.0,0.99,0.09,0.18,0.34,0.1,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.1,0.2,5.0,3.0,1.0,1.0,14.0,1.0,1.0,3.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,8.0,1.0,2.0,1.0,3.0,37.0,35.0,18.0,19.0,69.0,39.0,21.0,39.0,35.0,28.0,22.0,20.0,30.0,37.0,37.0,14.0,15.0,36.0,60.0,44.0,13.0,17.0,14.0,34.0,2.0,10.0,8.0,4.0,21.0,8.0,8.0
2020-09-01 08:00:00,10.0,9.0,10.0,7.0,5.0,8.0,9.0,7.0,3.0,6.0,7.0,13.0,13.0,10.0,18.0,15.0,11.0,6.0,9.0,13.0,14.0,11.0,13.0,137.0,60.0,39.0,39.0,87.0,58.0,21.0,59.0,65.0,69.0,63.0,48.0,48.0,69.0,43.0,32.0,45.0,87.0,89.0,76.0,37.0,41.0,24.0,69.0,28.76,38.99,4.26,15.84,19.12,22.84,33.25,30.37,34.81,12.05,22.67,19.67,43.56,28.45,2.3,0.3,3.4,1.7,1.6,1.4,0.4,0.1,0.4,0.2,0.1,0.2,1.43,1.17,1.36,1.34,1.0,1.0,0.09,0.17,0.35,0.2,0.2,0.2,0.4,0.1,0.3,0.3,0.2,0.2,0.2,54.0,5.0,1.0,3.0,13.0,4.0,1.0,4.0,12.0,13.0,12.0,1.0,2.0,5.0,1.0,2.0,2.0,17.0,12.0,14.0,2.0,5.0,1.0,5.0,55.0,53.0,37.0,35.0,68.0,52.0,20.0,53.0,46.0,49.0,45.0,47.0,45.0,61.0,41.0,28.0,42.0,60.0,70.0,54.0,33.0,33.0,22.0,61.0,2.0,6.0,10.0,4.0,42.0,6.0,12.0
