,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079056,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050,28079056
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01 01:00:00,5.0,11.0,9.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,28.0,49.0,24.0,27.0,28.0,27.0,20.0,19.0,26.0,34.0,18.0,24.0,9.0,52.0,102.0,64.0,24.0,107.0,50.0,32.0,31.0,39.0,47.0,40.0,46.0,64.0,36.0,43.0,24.0,65.0,72.0,38.0,173.0,24.0,20.0,29.0,27.0,30.87,71.19,14.46,57.74,61.86,78.74,78.99,65.8,60.65,37.86,13.47,59.04,77.27,84.12,4.3,1.2,3.5,1.1,1.6,4.3,1.2,0.2,0.5,0.2,0.2,0.7,1.76,1.18,1.33,1.35,1.02,0.98,0.41,0.16,0.35,0.2,0.4,0.3,0.5,0.2,0.3,0.4,0.3,0.4,0.2,2.0,12.0,4.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0,5.0,1.0,39.0,1.0,2.0,1.0,1.0,50.0,83.0,58.0,23.0,96.0,49.0,31.0,29.0,36.0,45.0,38.0,45.0,60.0,35.0,41.0,21.0,53.0,64.0,37.0,113.0,23.0,18.0,28.0,26.0,15.0,15.0,17.0,10.0,13.0,13.0,12.0
2020-08-01 02:00:00,5.0,10.0,10.0,10.0,5.0,7.0,8.0,5.0,6.0,7.0,18.0,33.0,26.0,26.0,22.0,31.0,23.0,22.0,20.0,31.0,24.0,26.0,12.0,46.0,50.0,54.0,18.0,103.0,75.0,18.0,76.0,26.0,49.0,43.0,109.0,50.0,69.0,43.0,29.0,71.0,87.0,91.0,169.0,28.0,22.0,42.0,28.0,54.01,60.92,12.87,31.06,78.46,26.38,86.69,11.03,59.07,14.83,7.59,49.44,53.22,73.79,4.3,1.9,5.5,1.1,1.7,3.5,1.0,0.2,0.6,0.2,0.2,0.5,1.63,1.16,1.35,1.35,1.0,0.98,0.28,0.16,0.37,0.1,0.3,0.3,0.6,0.1,0.3,0.4,0.4,0.4,0.2,2.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,10.0,5.0,4.0,38.0,2.0,1.0,1.0,1.0,42.0,47.0,52.0,16.0,94.0,70.0,17.0,74.0,24.0,47.0,41.0,102.0,47.0,65.0,42.0,26.0,56.0,80.0,85.0,111.0,25.0,20.0,41.0,26.0,8.0,16.0,12.0,11.0,15.0,9.0,15.0
2020-08-01 03:00:00,5.0,9.0,10.0,12.0,5.0,7.0,8.0,5.0,6.0,6.0,12.0,31.0,27.0,25.0,14.0,25.0,36.0,18.0,12.0,27.0,25.0,20.0,15.0,36.0,76.0,73.0,22.0,100.0,85.0,16.0,70.0,44.0,57.0,40.0,138.0,67.0,114.0,56.0,25.0,62.0,87.0,112.0,200.0,33.0,23.0,69.0,42.0,30.93,34.09,12.09,14.09,74.87,23.89,60.39,7.3,56.08,8.15,7.02,44.57,27.79,50.22,3.4,2.2,10.3,1.2,1.6,3.6,0.8,0.2,0.9,0.1,0.2,0.5,1.59,1.16,1.37,1.36,0.99,1.01,0.24,0.17,0.36,0.1,0.4,0.3,0.6,0.1,0.3,0.4,0.4,0.5,0.2,2.0,6.0,3.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,28.0,2.0,9.0,1.0,2.0,4.0,7.0,14.0,58.0,1.0,1.0,1.0,1.0,34.0,68.0,68.0,20.0,90.0,78.0,15.0,68.0,41.0,56.0,38.0,95.0,64.0,101.0,55.0,22.0,56.0,76.0,91.0,111.0,31.0,21.0,68.0,40.0,5.0,16.0,5.0,23.0,12.0,6.0,16.0
2020-08-01 04:00:00,5.0,9.0,10.0,13.0,5.0,7.0,8.0,5.0,6.0,6.0,17.0,6.0,23.0,27.0,16.0,31.0,36.0,17.0,11.0,29.0,26.0,21.0,12.0,77.0,59.0,52.0,25.0,113.0,76.0,22.0,35.0,54.0,71.0,22.0,70.0,90.0,133.0,33.0,34.0,37.0,63.0,95.0,138.0,55.0,19.0,58.0,42.0,34.04,30.2,3.5,7.84,58.83,35.37,46.37,18.56,40.09,22.75,6.67,41.71,24.71,40.86,4.2,2.2,11.4,1.2,1.5,3.3,0.8,0.2,0.9,0.2,0.2,0.5,1.59,1.18,1.51,1.39,1.01,1.13,0.2,0.17,0.38,0.2,0.3,0.3,0.6,0.1,0.3,0.4,0.3,0.3,0.3,8.0,2.0,1.0,1.0,14.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,24.0,1.0,2.0,2.0,4.0,10.0,24.0,1.0,1.0,1.0,1.0,65.0,56.0,50.0,24.0,92.0,73.0,21.0,34.0,50.0,68.0,21.0,67.0,78.0,97.0,31.0,31.0,34.0,56.0,80.0,101.0,53.0,17.0,57.0,41.0,11.0,12.0,7.0,20.0,11.0,7.0,20.0
2020-08-01 05:00:00,6.0,9.0,9.0,12.0,5.0,7.0,8.0,5.0,6.0,6.0,23.0,18.0,22.0,27.0,19.0,39.0,33.0,17.0,15.0,26.0,18.0,22.0,24.0,56.0,84.0,41.0,40.0,67.0,51.0,29.0,32.0,55.0,83.0,26.0,64.0,77.0,129.0,37.0,75.0,29.0,63.0,53.0,112.0,34.0,15.0,39.0,69.0,9.63,14.81,34.33,18.72,45.92,43.69,40.15,22.58,9.09,20.06,11.41,40.69,34.11,16.95,6.4,2.1,7.0,1.8,1.4,2.6,0.7,0.2,0.6,0.2,0.2,0.5,1.71,1.2,1.39,1.48,1.03,1.05,0.23,0.17,0.34,0.2,0.4,0.3,0.5,0.2,0.4,0.4,0.3,0.3,0.2,4.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,26.0,1.0,3.0,1.0,4.0,3.0,19.0,1.0,1.0,1.0,2.0,50.0,78.0,40.0,38.0,59.0,49.0,27.0,31.0,52.0,79.0,24.0,59.0,71.0,90.0,35.0,70.0,27.0,57.0,47.0,82.0,32.0,14.0,38.0,67.0,15.0,13.0,10.0,15.0,12.0,8.0,13.0
2020-08-01 06:00:00,6.0,9.0,9.0,10.0,5.0,7.0,8.0,5.0,7.0,6.0,24.0,22.0,25.0,26.0,17.0,27.0,36.0,15.0,18.0,24.0,19.0,17.0,16.0,50.0,36.0,28.0,36.0,25.0,37.0,25.0,40.0,37.0,55.0,23.0,43.0,52.0,55.0,20.0,55.0,28.0,52.0,48.0,58.0,22.0,14.0,33.0,43.0,55.34,15.56,63.51,30.89,36.32,33.32,62.27,35.15,28.38,28.34,25.81,41.77,35.75,40.17,7.1,1.6,4.7,1.8,1.4,2.1,0.6,0.2,0.4,0.2,0.1,0.4,1.56,1.19,1.31,1.39,1.02,1.0,0.17,0.17,0.31,0.1,0.2,0.3,0.4,0.2,0.3,0.3,0.3,0.1,0.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,45.0,34.0,27.0,34.0,23.0,36.0,23.0,39.0,32.0,53.0,21.0,41.0,50.0,47.0,18.0,51.0,25.0,46.0,45.0,50.0,20.0,12.0,31.0,41.0,16.0,15.0,8.0,22.0,9.0,12.0,15.0
2020-08-01 07:00:00,6.0,9.0,9.0,11.0,5.0,7.0,8.0,5.0,7.0,6.0,23.0,22.0,25.0,31.0,15.0,24.0,25.0,16.0,23.0,24.0,16.0,15.0,8.0,20.0,29.0,34.0,22.0,31.0,23.0,15.0,82.0,50.0,25.0,17.0,27.0,28.0,27.0,20.0,18.0,24.0,54.0,95.0,70.0,13.0,18.0,33.0,39.0,62.55,35.67,56.33,66.43,61.83,11.84,67.82,57.18,54.98,26.29,25.23,33.91,30.98,38.96,4.0,1.0,3.2,2.0,1.2,1.8,0.3,0.1,0.3,0.2,0.1,0.3,1.49,1.19,1.38,1.37,1.03,1.05,0.13,0.17,0.33,0.1,0.2,0.2,0.4,0.1,0.4,0.3,0.2,0.1,0.2,1.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,1.0,17.0,23.0,30.0,20.0,28.0,21.0,13.0,73.0,27.0,23.0,15.0,25.0,27.0,26.0,18.0,15.0,21.0,48.0,69.0,59.0,11.0,16.0,32.0,37.0,13.0,15.0,6.0,17.0,11.0,12.0,13.0
2020-08-01 08:00:00,7.0,9.0,9.0,11.0,5.0,7.0,8.0,6.0,8.0,6.0,18.0,22.0,23.0,20.0,21.0,37.0,25.0,22.0,11.0,22.0,8.0,17.0,18.0,100.0,38.0,38.0,13.0,43.0,25.0,16.0,151.0,37.0,49.0,20.0,25.0,84.0,87.0,24.0,22.0,32.0,40.0,150.0,102.0,31.0,21.0,42.0,28.0,47.07,51.45,46.6,65.81,55.59,4.77,63.31,62.0,45.89,45.4,18.09,31.09,22.82,52.3,2.8,0.8,2.5,1.8,1.1,1.8,0.3,0.1,0.2,0.1,0.1,0.4,1.52,1.2,1.44,1.39,1.05,1.08,0.13,0.16,0.37,0.1,0.2,0.2,0.4,0.1,0.4,0.3,0.2,0.2,0.2,35.0,3.0,2.0,1.0,3.0,1.0,1.0,47.0,6.0,2.0,1.0,1.0,8.0,7.0,1.0,2.0,4.0,4.0,43.0,17.0,3.0,2.0,2.0,1.0,45.0,33.0,36.0,11.0,38.0,23.0,14.0,78.0,28.0,45.0,18.0,23.0,72.0,76.0,23.0,18.0,26.0,34.0,84.0,75.0,27.0,18.0,39.0,26.0,5.0,14.0,11.0,14.0,14.0,2.0,4.0
