,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079038,28079047,28079048,28079050
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01 01:00:00,10.0,4.0,1.0,5.0,3.0,6.0,6.0,3.0,5.0,6.0,25.0,10.0,54.0,16.0,18.0,44.0,10.0,14.0,18.0,13.0,30.0,29.0,22.0,28.0,13.0,14.0,19.0,15.0,8.0,43.0,27.0,21.0,26.0,13.0,20.0,22.0,12.0,14.0,10.0,16.0,55.0,59.0,6.0,4.0,10.0,9.0,61.18,66.86,56.73,64.25,73.78,37.96,47.02,67.33,63.59,65.54,46.21,75.77,63.18,73.32,1.4,2.4,0.6,0.6,0.2,0.4,0.4,0.1,0.1,0.1,0.1,0.1,1.46,1.24,1.3,1.4,1.21,1.25,0.06,0.03,0.06,0.3,0.3,0.2,0.5,0.2,0.6,0.2,0.2,0.5,0.2,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,16.0,26.0,11.0,13.0,18.0,14.0,6.0,40.0,23.0,19.0,18.0,11.0,18.0,18.0,11.0,12.0,7.0,15.0,49.0,41.0,5.0,2.0,9.0,7.0,17.0,10.0,10.0,7.0,8.0
2018-09-01 02:00:00,10.0,4.0,1.0,5.0,3.0,6.0,6.0,3.0,5.0,7.0,26.0,8.0,27.0,17.0,16.0,30.0,13.0,15.0,14.0,14.0,21.0,22.0,17.0,21.0,10.0,14.0,18.0,14.0,7.0,11.0,30.0,14.0,13.0,10.0,17.0,21.0,10.0,12.0,7.0,13.0,12.0,42.0,5.0,3.0,8.0,8.0,64.04,66.17,58.11,61.15,70.55,63.15,45.63,67.09,62.01,63.66,49.82,76.53,67.28,72.11,1.0,0.6,0.5,0.5,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,1.46,1.24,1.3,1.41,1.21,1.26,0.05,0.02,0.04,0.3,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.4,0.2,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,13.0,20.0,8.0,11.0,16.0,13.0,5.0,10.0,23.0,13.0,11.0,9.0,16.0,19.0,9.0,11.0,5.0,12.0,11.0,32.0,4.0,1.0,6.0,6.0,19.0,8.0,11.0,8.0,4.0
2018-09-01 03:00:00,10.0,4.0,1.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,30.0,7.0,22.0,16.0,15.0,19.0,11.0,10.0,13.0,12.0,17.0,18.0,16.0,21.0,8.0,16.0,10.0,13.0,6.0,7.0,26.0,7.0,34.0,9.0,11.0,20.0,8.0,13.0,6.0,12.0,8.0,34.0,4.0,3.0,11.0,8.0,62.69,61.32,63.76,61.25,68.85,63.62,45.97,66.94,59.67,60.82,52.19,76.39,59.83,69.9,0.8,0.3,0.5,0.4,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.1,1.45,1.24,1.3,1.41,1.21,1.26,0.04,0.03,0.04,0.3,0.2,0.2,0.5,0.2,0.6,0.1,0.2,0.4,0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,12.0,19.0,7.0,14.0,8.0,11.0,4.0,6.0,20.0,6.0,12.0,8.0,9.0,19.0,7.0,11.0,4.0,10.0,6.0,26.0,3.0,1.0,10.0,7.0,21.0,6.0,9.0,3.0,6.0
2018-09-01 04:00:00,10.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,29.0,4.0,22.0,18.0,16.0,16.0,7.0,8.0,18.0,11.0,15.0,16.0,13.0,19.0,8.0,9.0,8.0,10.0,5.0,15.0,23.0,9.0,11.0,8.0,11.0,13.0,8.0,9.0,7.0,10.0,10.0,31.0,5.0,3.0,8.0,7.0,61.32,63.94,60.42,62.22,68.09,53.3,45.2,67.1,60.91,60.67,53.05,76.48,59.41,70.83,0.7,0.3,0.3,2.5,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,1.45,1.24,1.31,1.42,1.22,1.28,0.03,0.02,0.04,0.2,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.4,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,17.0,7.0,8.0,7.0,8.0,4.0,14.0,17.0,7.0,8.0,6.0,10.0,12.0,6.0,8.0,4.0,9.0,9.0,24.0,3.0,1.0,6.0,6.0,21.0,8.0,6.0,4.0,7.0
2018-09-01 05:00:00,10.0,4.0,1.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,30.0,10.0,20.0,16.0,15.0,15.0,6.0,13.0,17.0,12.0,14.0,15.0,11.0,18.0,8.0,15.0,9.0,8.0,5.0,11.0,21.0,12.0,8.0,8.0,11.0,14.0,8.0,11.0,6.0,10.0,11.0,24.0,5.0,3.0,13.0,8.0,61.38,57.37,58.05,61.94,66.56,54.11,45.58,65.11,56.94,58.39,55.91,75.26,52.07,67.43,0.7,0.2,0.3,5.7,0.8,0.2,0.2,0.1,0.1,0.2,0.1,0.1,1.44,1.24,1.3,1.41,1.22,1.27,0.03,0.02,0.03,0.2,0.2,0.2,0.5,0.2,0.6,0.1,0.2,0.4,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,16.0,6.0,13.0,7.0,6.0,3.0,9.0,19.0,10.0,6.0,6.0,10.0,12.0,6.0,10.0,3.0,8.0,10.0,18.0,4.0,1.0,12.0,7.0,23.0,7.0,6.0,9.0,5.0
2018-09-01 06:00:00,10.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,28.0,13.0,31.0,16.0,13.0,12.0,10.0,18.0,8.0,12.0,14.0,12.0,11.0,20.0,9.0,11.0,9.0,9.0,5.0,29.0,38.0,13.0,8.0,11.0,11.0,16.0,9.0,9.0,7.0,12.0,17.0,30.0,6.0,3.0,10.0,7.0,58.5,58.98,55.35,58.49,63.41,39.62,42.01,60.03,57.98,55.11,49.27,71.39,52.74,67.94,0.6,0.2,0.3,4.0,0.5,0.3,0.2,0.1,0.1,0.1,0.1,0.1,1.43,1.24,1.32,1.41,1.22,1.28,0.03,0.02,0.04,0.2,0.2,0.2,0.5,0.1,0.6,0.1,0.2,0.4,0.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,17.0,7.0,10.0,7.0,8.0,4.0,28.0,21.0,11.0,7.0,9.0,9.0,15.0,7.0,8.0,4.0,10.0,15.0,24.0,5.0,1.0,9.0,5.0,21.0,6.0,11.0,11.0,5.0
2018-09-01 07:00:00,10.0,4.0,1.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,31.0,13.0,20.0,16.0,16.0,12.0,9.0,18.0,13.0,12.0,12.0,13.0,15.0,19.0,12.0,12.0,13.0,12.0,7.0,65.0,59.0,20.0,11.0,12.0,17.0,17.0,11.0,11.0,10.0,16.0,48.0,33.0,7.0,9.0,13.0,9.0,57.74,57.37,51.51,54.77,57.49,17.4,30.54,58.41,56.99,51.1,48.47,58.54,49.43,65.01,0.6,0.2,0.3,0.7,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,1.43,1.24,1.36,1.41,1.22,1.3,0.03,0.02,0.06,0.2,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.4,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,14.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,11.0,18.0,10.0,11.0,11.0,10.0,6.0,54.0,38.0,18.0,9.0,11.0,15.0,16.0,10.0,9.0,7.0,14.0,46.0,25.0,5.0,8.0,12.0,8.0,23.0,9.0,7.0,9.0,5.0
2018-09-01 08:00:00,10.0,4.0,2.0,4.0,3.0,6.0,6.0,4.0,5.0,7.0,35.0,9.0,13.0,17.0,15.0,13.0,7.0,17.0,11.0,13.0,11.0,14.0,19.0,22.0,13.0,18.0,18.0,18.0,9.0,83.0,30.0,33.0,13.0,16.0,28.0,20.0,13.0,15.0,13.0,33.0,40.0,48.0,13.0,16.0,16.0,15.0,54.8,51.53,46.25,49.89,55.36,9.68,35.83,56.13,50.85,34.71,43.65,47.02,43.97,59.31,0.7,0.3,0.4,0.6,0.1,0.4,0.2,0.1,0.1,0.1,0.1,0.1,1.43,1.24,1.32,1.4,1.22,1.17,0.03,0.02,0.16,0.2,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.4,0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,14.0,21.0,12.0,16.0,17.0,15.0,8.0,64.0,27.0,31.0,12.0,14.0,25.0,19.0,12.0,14.0,10.0,32.0,38.0,33.0,11.0,14.0,15.0,14.0,26.0,8.0,7.0,7.0,7.0
