,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28005002,28016001,28047002,28092005,28102001,28171001,28005002,28006004,28013002,28014002,28016001,28045002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28161001,28171001,28180001,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28005002,28016001,28045002,28092005,28102001,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28161001,28171001,28180001,28007004,28009001,28016001,28047002,28148004,28161001,28171001,28180001
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01 01:00:00,3.0,1.0,1.0,2.0,1.0,2.0,7.0,3.0,27.0,15.0,14.0,6.0,8.0,12.0,11.0,16.0,12.0,13.0,7.0,16.0,16.0,10.0,16.0,18.0,11.0,3.0,15.0,4.0,26.0,12.0,3.0,5.0,44.0,22.0,26.0,15.0,11.0,20.0,7.0,16.0,4.0,8.0,5.0,7.0,17.0,13.0,5.0,68.0,86.0,75.0,89.0,44.0,57.0,83.0,94.0,34.0,67.0,75.0,70.0,53.0,65.0,78.0,72.0,98.0,71.5,79.0,77.0,66.0,60.0,77.0,0.2,0.1,1.7,1.8,0.1,0.1,0.2,0.3,1.4,1.3,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,13.0,2.0,24.0,10.0,1.0,3.0,40.0,20.0,22.0,13.0,9.0,18.0,5.0,14.0,2.0,6.0,3.0,5.0,15.0,11.0,3.0,2.0,2.0,4.0,4.0,6.0,7.0,6.0,11.0
2018-10-01 02:00:00,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,26.0,13.0,9.0,7.0,9.0,10.0,16.0,13.0,8.0,7.0,6.0,12.0,9.0,17.0,22.0,17.0,10.0,5.0,10.0,4.0,14.0,11.0,3.0,4.0,44.0,18.0,23.0,14.0,9.0,12.0,7.0,11.0,3.0,8.0,5.0,8.0,14.0,13.0,4.0,70.0,84.0,83.0,91.0,56.0,63.0,82.0,98.0,29.0,70.0,81.0,69.0,54.0,75.0,80.0,81.0,99.0,71.5,76.0,75.0,73.0,58.0,79.0,0.2,0.1,1.4,1.5,0.1,0.1,0.2,0.2,1.4,1.3,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,8.0,2.0,12.0,9.0,1.0,2.0,39.0,16.0,20.0,12.0,7.0,10.0,5.0,9.0,1.0,6.0,3.0,6.0,12.0,11.0,2.0,2.0,7.0,3.0,10.0,4.0,4.0,8.0,13.0
2018-10-01 03:00:00,3.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,17.0,9.0,12.0,1.0,9.0,9.0,9.0,12.0,5.0,9.0,6.0,7.0,8.0,14.0,13.0,14.0,12.0,5.0,10.0,5.0,9.0,11.0,3.0,6.0,36.0,21.0,19.0,14.0,9.0,12.0,7.0,11.0,3.0,10.0,6.0,11.0,19.0,11.0,4.0,66.0,86.0,82.0,88.0,63.0,62.0,85.0,85.0,28.0,66.0,86.0,72.0,58.0,76.0,80.0,83.0,101.0,70.0,71.0,70.0,71.0,64.0,86.0,0.5,0.1,1.7,1.4,0.1,0.1,0.2,0.2,1.4,1.4,1.2,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,8.0,3.0,7.0,9.0,1.0,4.0,33.0,18.0,16.0,12.0,7.0,10.0,5.0,9.0,1.0,8.0,4.0,9.0,17.0,9.0,2.0,3.0,13.0,5.0,11.0,6.0,4.0,13.0,9.0
2018-10-01 04:00:00,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,10.0,9.0,8.0,15.0,8.0,9.0,8.0,12.0,9.0,5.0,6.0,6.0,10.0,11.0,12.0,10.0,18.0,4.0,12.0,5.0,11.0,11.0,4.0,10.0,45.0,24.0,22.0,16.0,9.0,14.0,7.0,12.0,3.0,9.0,7.0,10.0,20.0,10.0,5.0,60.0,85.0,80.0,89.0,57.0,60.0,65.0,82.0,23.0,67.0,85.0,70.0,55.0,73.0,81.0,81.0,101.0,71.0,68.0,74.0,68.0,67.0,88.0,0.1,0.1,1.6,1.2,0.1,0.1,0.1,0.2,1.4,1.4,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,6.0,10.0,3.0,9.0,9.0,2.0,7.0,39.0,22.0,19.0,14.0,7.0,12.0,5.0,10.0,1.0,7.0,5.0,8.0,18.0,8.0,3.0,5.0,9.0,11.0,9.0,8.0,7.0,8.0,8.0
2018-10-01 05:00:00,3.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,11.0,10.0,13.0,10.0,8.0,7.0,8.0,12.0,9.0,6.0,7.0,4.0,7.0,12.0,9.0,11.0,46.0,6.0,25.0,5.0,12.0,22.0,5.0,20.0,56.0,41.0,39.0,22.0,20.0,22.0,12.0,17.0,3.0,16.0,7.0,15.0,25.0,10.0,6.0,38.0,81.0,72.0,87.0,61.0,52.0,60.0,73.0,20.0,58.0,75.0,67.0,42.0,73.0,77.0,80.0,100.0,67.5,71.0,71.0,65.0,66.0,86.0,0.1,0.1,1.1,1.3,0.1,0.1,0.1,0.2,1.4,1.4,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,8.0,23.0,3.0,10.0,20.0,3.0,16.0,43.0,34.0,31.0,20.0,14.0,18.0,10.0,15.0,1.0,14.0,5.0,13.0,23.0,8.0,4.0,2.0,11.0,7.0,8.0,4.0,6.0,6.0,6.0
2018-10-01 06:00:00,3.0,1.0,1.0,3.0,1.0,2.0,11.0,6.0,11.0,14.0,10.0,13.0,13.0,9.0,10.0,17.0,11.0,10.0,8.0,8.0,9.0,14.0,8.0,10.0,61.0,6.0,44.0,7.0,15.0,31.0,5.0,65.0,61.0,69.0,58.0,45.0,23.0,48.0,20.0,32.0,3.0,40.0,10.0,24.0,39.0,10.0,13.0,30.0,66.0,55.0,86.0,57.0,48.0,71.0,37.0,28.0,41.0,63.0,50.0,33.0,57.0,68.0,67.0,99.0,54.0,63.0,66.0,55.0,67.0,85.0,0.3,0.1,1.2,1.1,0.1,0.1,0.2,0.2,1.4,1.3,1.3,1.3,0.1,0.1,0.2,0.1,0.6,0.3,0.4,0.4,0.2,0.6,5.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,8.0,9.0,7.0,2.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,53.0,23.0,42.0,5.0,13.0,28.0,3.0,49.0,49.0,55.0,48.0,42.0,19.0,37.0,18.0,30.0,1.0,31.0,8.0,22.0,37.0,8.0,9.0,7.0,9.0,4.0,6.0,9.0,8.0,8.0,6.0
2018-10-01 07:00:00,4.0,58.0,1.0,2.0,1.0,2.0,8.0,11.0,14.0,23.0,9.0,20.0,15.0,13.0,11.0,20.0,15.0,8.0,12.0,3.0,12.0,13.0,13.0,25.0,78.0,11.0,57.0,6.0,28.0,75.0,9.0,86.0,55.0,94.0,84.0,51.0,109.0,74.0,34.0,59.0,3.0,81.0,8.0,35.0,58.0,11.0,30.0,23.0,62.0,46.0,86.0,49.0,20.0,78.0,35.0,38.0,29.0,45.0,45.0,11.0,36.0,56.0,43.0,100.0,33.0,69.0,58.0,42.0,65.0,77.0,0.8,0.1,0.5,1.1,0.1,0.1,0.1,0.3,1.4,1.4,1.3,1.4,0.1,0.1,0.2,0.1,0.6,58.0,0.4,0.5,0.2,0.6,10.0,2.0,3.0,1.0,2.0,11.0,58.0,17.0,7.0,15.0,11.0,2.0,37.0,10.0,2.0,3.0,1.0,17.0,2.0,3.0,3.0,1.0,8.0,63.0,30.0,53.0,4.0,24.0,58.0,58.0,60.0,44.0,70.0,68.0,48.0,52.0,58.0,31.0,55.0,1.0,55.0,5.0,30.0,53.0,9.0,18.0,4.0,13.0,3.0,4.0,11.0,10.0,12.0,7.0
2018-10-01 08:00:00,4.0,69.0,1.0,2.0,1.0,2.0,18.0,13.0,15.0,46.0,6.0,19.0,25.0,28.0,15.0,26.0,17.0,12.0,19.0,8.0,25.0,13.0,30.0,30.0,59.0,13.0,60.0,6.0,38.0,86.0,6.0,70.0,73.0,64.0,98.0,41.0,113.0,61.0,43.0,59.0,4.0,71.0,8.0,25.0,69.0,13.0,43.0,43.0,69.0,50.0,85.0,40.0,26.0,77.0,41.0,35.0,50.0,45.0,57.0,18.0,47.0,54.0,49.0,99.0,42.5,73.0,69.0,40.0,53.0,77.0,1.4,0.1,0.4,1.5,0.1,0.1,0.1,0.3,1.4,1.4,1.3,1.4,0.1,0.1,0.2,0.1,0.6,69.0,0.4,0.5,0.2,0.6,10.0,3.0,7.0,1.0,5.0,19.0,69.0,13.0,18.0,11.0,19.0,4.0,38.0,9.0,5.0,5.0,1.0,16.0,1.0,3.0,8.0,1.0,14.0,45.0,23.0,50.0,4.0,30.0,56.0,69.0,50.0,46.0,48.0,70.0,35.0,55.0,48.0,36.0,52.0,2.0,46.0,6.0,21.0,56.0,11.0,22.0,7.0,19.0,5.0,10.0,20.0,21.0,8.0,7.0
