,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01 01:00:00,7.0,5.0,8.0,3.0,3.0,12.0,6.0,1.0,3.0,3.0,14.0,16.0,14.0,51.0,16.0,43.0,17.0,15.0,17.0,42.0,54.0,52.0,24.0,48.0,17.0,22.0,29.0,27.0,21.0,35.0,45.0,22.0,25.0,22.0,30.0,30.0,15.0,17.0,23.0,22.0,28.0,68.0,15.0,11.0,37.0,18.0,57.51,55.72,62.48,65.41,68.84,50.99,53.56,69.42,64.38,72.86,52.85,80.35,44.45,76.81,1.4,2.6,0.7,0.3,1.9,0.6,0.4,0.7,0.2,0.1,0.1,0.1,1.48,1.2,1.14,1.37,1.17,1.1,0.11,0.03,0.04,0.2,0.3,0.2,0.2,0.3,0.3,0.1,0.2,0.3,0.2,1.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,12.0,1.0,1.0,4.0,1.0,22.0,37.0,16.0,20.0,27.0,26.0,20.0,29.0,37.0,20.0,21.0,20.0,28.0,24.0,12.0,15.0,20.0,14.0,25.0,49.0,14.0,10.0,31.0,16.0,7.0,8.0,9.0,15.0,10.0,10.0
2016-08-01 02:00:00,7.0,5.0,8.0,3.0,2.0,9.0,6.0,1.0,3.0,3.0,13.0,10.0,15.0,36.0,17.0,29.0,15.0,15.0,14.0,35.0,46.0,50.0,20.0,30.0,14.0,13.0,11.0,20.0,13.0,5.0,34.0,7.0,15.0,8.0,12.0,15.0,14.0,13.0,12.0,15.0,11.0,27.0,6.0,7.0,9.0,10.0,46.49,49.72,60.92,54.92,58.95,57.22,45.21,66.54,53.1,61.51,61.07,73.88,58.7,61.8,0.9,1.3,0.2,0.4,0.3,0.3,0.2,0.3,0.1,0.1,0.1,0.1,1.45,1.17,1.13,1.37,1.16,1.1,0.09,0.02,0.02,0.1,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.2,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,19.0,26.0,13.0,10.0,10.0,19.0,12.0,4.0,29.0,6.0,11.0,6.0,11.0,9.0,12.0,11.0,10.0,8.0,10.0,22.0,5.0,6.0,5.0,8.0,6.0,9.0,10.0,14.0,9.0,7.0
2016-08-01 03:00:00,7.0,4.0,8.0,4.0,2.0,10.0,6.0,1.0,3.0,3.0,11.0,10.0,11.0,13.0,12.0,11.0,16.0,12.0,12.0,13.0,19.0,19.0,11.0,22.0,6.0,14.0,11.0,17.0,7.0,15.0,25.0,6.0,8.0,6.0,10.0,13.0,7.0,12.0,8.0,13.0,10.0,21.0,5.0,5.0,14.0,7.0,46.29,43.33,51.09,49.68,56.93,44.65,45.92,61.53,47.05,56.38,56.47,67.91,49.58,57.97,0.7,0.8,0.2,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,1.45,1.17,1.16,1.37,1.15,1.11,0.08,0.02,0.05,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,9.0,18.0,5.0,11.0,9.0,15.0,6.0,14.0,19.0,5.0,7.0,4.0,9.0,8.0,4.0,11.0,6.0,6.0,9.0,17.0,4.0,3.0,10.0,6.0,5.0,5.0,6.0,14.0,6.0,6.0
2016-08-01 04:00:00,7.0,4.0,8.0,3.0,2.0,8.0,6.0,1.0,3.0,3.0,12.0,10.0,11.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,10.0,9.0,8.0,14.0,6.0,13.0,9.0,13.0,7.0,8.0,19.0,8.0,7.0,5.0,9.0,16.0,5.0,10.0,8.0,11.0,9.0,21.0,6.0,8.0,6.0,6.0,49.73,42.25,50.64,49.21,55.31,48.41,43.05,60.13,45.99,55.53,52.21,59.5,55.57,56.35,0.6,0.8,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,1.44,1.17,1.16,1.37,1.16,1.11,0.08,0.02,0.05,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,11.0,5.0,9.0,7.0,12.0,5.0,6.0,17.0,6.0,6.0,3.0,8.0,10.0,3.0,9.0,6.0,5.0,7.0,17.0,4.0,6.0,2.0,4.0,7.0,5.0,5.0,8.0,5.0,3.0
2016-08-01 05:00:00,7.0,4.0,9.0,3.0,2.0,3.0,6.0,1.0,3.0,4.0,7.0,3.0,9.0,9.0,9.0,7.0,2.0,9.0,10.0,7.0,9.0,6.0,7.0,11.0,6.0,8.0,10.0,8.0,6.0,6.0,43.0,12.0,7.0,5.0,11.0,11.0,5.0,7.0,8.0,10.0,9.0,21.0,4.0,6.0,4.0,6.0,50.36,44.54,46.89,51.87,53.31,48.34,38.55,58.81,51.5,55.14,51.98,59.28,55.35,55.31,0.6,0.7,0.2,1.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,1.44,1.17,1.15,1.36,1.15,1.11,0.08,0.02,0.04,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,9.0,4.0,5.0,8.0,6.0,5.0,4.0,32.0,11.0,5.0,3.0,10.0,5.0,2.0,5.0,6.0,4.0,8.0,15.0,3.0,5.0,1.0,4.0,3.0,4.0,5.0,1.0,5.0,6.0
2016-08-01 06:00:00,7.0,5.0,9.0,3.0,2.0,3.0,6.0,1.0,3.0,3.0,8.0,4.0,9.0,9.0,8.0,7.0,4.0,9.0,7.0,7.0,9.0,8.0,7.0,12.0,7.0,7.0,8.0,10.0,6.0,8.0,20.0,13.0,10.0,6.0,13.0,10.0,4.0,7.0,9.0,11.0,14.0,17.0,5.0,8.0,9.0,6.0,48.16,43.68,47.39,46.87,53.13,45.73,39.53,54.79,48.92,52.3,52.2,53.56,48.37,53.69,0.6,0.7,0.4,1.6,0.5,0.2,0.1,0.2,0.1,0.1,0.1,0.1,1.44,1.16,1.17,1.36,1.15,1.11,0.08,0.02,0.06,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,9.0,5.0,4.0,6.0,8.0,5.0,7.0,17.0,12.0,7.0,4.0,12.0,5.0,2.0,5.0,7.0,5.0,11.0,14.0,4.0,7.0,6.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0
2016-08-01 07:00:00,7.0,5.0,9.0,3.0,2.0,1.0,6.0,1.0,3.0,4.0,6.0,8.0,5.0,8.0,9.0,7.0,6.0,8.0,6.0,7.0,10.0,8.0,10.0,21.0,12.0,13.0,14.0,17.0,9.0,24.0,27.0,22.0,21.0,11.0,19.0,16.0,8.0,10.0,18.0,19.0,25.0,42.0,10.0,11.0,16.0,9.0,41.97,38.77,39.83,41.23,49.24,33.1,33.73,48.76,44.1,45.37,39.03,51.27,40.68,51.57,0.8,0.8,0.5,0.4,1.1,0.2,0.1,0.2,0.1,0.1,0.3,0.1,1.44,1.16,1.18,1.36,1.15,1.1,0.08,0.02,0.08,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,9.0,1.0,1.0,3.0,1.0,9.0,16.0,10.0,8.0,13.0,14.0,7.0,21.0,23.0,19.0,14.0,8.0,18.0,10.0,5.0,8.0,14.0,11.0,20.0,28.0,8.0,10.0,11.0,7.0,2.0,2.0,5.0,5.0,4.0,3.0
2016-08-01 08:00:00,7.0,5.0,9.0,3.0,2.0,3.0,6.0,2.0,3.0,4.0,9.0,6.0,6.0,9.0,14.0,8.0,2.0,8.0,7.0,10.0,10.0,9.0,22.0,42.0,24.0,25.0,24.0,33.0,17.0,61.0,45.0,34.0,83.0,22.0,31.0,35.0,16.0,19.0,39.0,35.0,52.0,87.0,19.0,63.0,28.0,17.0,31.5,30.07,31.13,29.06,41.58,18.06,26.69,40.84,34.32,36.33,23.7,19.44,32.57,44.69,0.8,1.1,0.5,0.4,1.2,0.3,0.2,0.3,0.1,0.1,0.1,0.1,1.45,1.17,1.18,1.36,1.15,1.11,0.09,0.02,0.07,0.2,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.3,0.2,2.0,7.0,2.0,4.0,1.0,3.0,2.0,11.0,8.0,6.0,28.0,2.0,2.0,6.0,4.0,1.0,7.0,9.0,9.0,26.0,2.0,11.0,5.0,1.0,19.0,32.0,20.0,19.0,22.0,29.0,15.0,45.0,33.0,26.0,40.0,19.0,28.0,25.0,10.0,17.0,28.0,22.0,38.0,48.0,15.0,46.0,21.0,15.0,5.0,3.0,6.0,2.0,3.0,4.0
