,28079008,28079024,28079055
2020-02-01 01:00:00,1.44,1.14,0.7
2020-02-01 02:00:00,1.41,1.14,0.6
2020-02-01 03:00:00,1.41,1.14,0.5
2020-02-01 04:00:00,1.4,1.13,0.4
2020-02-01 05:00:00,1.4,1.14,0.2
2020-02-01 06:00:00,1.39,1.13,0.1
2020-02-01 07:00:00,1.39,1.13,0.2
2020-02-01 08:00:00,1.39,1.13,0.2
2020-02-01 09:00:00,1.39,1.13,0.1
2020-02-01 10:00:00,1.39,1.12,0.1
2020-02-01 11:00:00,1.38,1.12,0.2
2020-02-01 12:00:00,1.4,1.12,0.1
2020-02-01 13:00:00,1.41,1.12,0.1
2020-02-01 14:00:00,1.43,1.11,0.1
2020-02-01 15:00:00,1.44,1.12,0.1
2020-02-01 16:00:00,1.43,1.12,0.1
2020-02-01 17:00:00,1.41,1.11,0.1
2020-02-01 18:00:00,1.42,1.11,0.1
2020-02-01 19:00:00,1.41,1.11,0.1
2020-02-01 20:00:00,1.42,1.12,0.1
2020-02-01 21:00:00,1.43,1.12,1.25
2020-02-01 22:00:00,1.44,1.13,0.2
2020-02-01 23:00:00,1.47,1.13,0.2
2020-02-02 00:00:00,1.48,1.12,0.1
2020-02-02 01:00:00,1.45,1.12,0.7
2020-02-02 02:00:00,1.41,1.12,0.6
2020-02-02 03:00:00,1.4,1.12,0.5
2020-02-02 04:00:00,1.39,1.12,0.4
2020-02-02 05:00:00,1.38,1.13,1.36
2020-02-02 06:00:00,1.39,1.13,1.3
2020-02-02 07:00:00,1.45,1.13,0.2
2020-02-02 08:00:00,1.59,1.2,0.2
2020-02-02 09:00:00,1.6,1.26,1.31
2020-02-02 10:00:00,1.51,1.23,0.1
2020-02-02 11:00:00,1.43,1.2,0.2
2020-02-02 12:00:00,1.5,1.17,0.1
2020-02-02 13:00:00,1.58,1.19,0.1
2020-02-02 14:00:00,1.6,1.33,1.34
2020-02-02 15:00:00,1.58,1.33,0.1
2020-02-02 16:00:00,1.57,1.28,0.1
2020-02-02 17:00:00,1.54,1.23,1.4
2020-02-02 18:00:00,1.49,1.21,1.36
2020-02-02 19:00:00,1.47,1.17,0.1
2020-02-02 20:00:00,1.47,1.17,0.1
2020-02-02 21:00:00,1.47,1.18,1.25
2020-02-02 22:00:00,1.52,1.19,0.2
2020-02-02 23:00:00,1.63,1.25,1.39
2020-02-03 00:00:00,1.64,1.28,0.1
2020-02-03 01:00:00,1.56,1.3,1.31
2020-02-03 02:00:00,1.48,1.26,0.6
2020-02-03 03:00:00,1.45,1.21,0.5
2020-02-03 04:00:00,1.44,1.2,0.4
2020-02-03 05:00:00,1.4,1.2,1.36
2020-02-03 06:00:00,1.39,1.16,1.3
2020-02-03 07:00:00,1.39,1.14,0.2
2020-02-03 08:00:00,1.42,1.14,1.22
2020-02-03 09:00:00,1.45,1.14,1.22
2020-02-03 10:00:00,1.49,1.17,1.22
2020-02-03 11:00:00,1.5,1.19,1.27
2020-02-03 12:00:00,1.51,1.23,1.29
2020-02-03 13:00:00,1.56,1.24,1.32
2020-02-03 14:00:00,1.62,1.22,1.29
2020-02-03 15:00:00,1.59,1.28,1.34
2020-02-03 16:00:00,1.6,1.22,1.37
2020-02-03 17:00:00,1.62,1.18,1.43
2020-02-03 18:00:00,1.49,1.18,1.5
2020-02-03 19:00:00,2.0,1.2,2.16
2020-02-03 20:00:00,2.16,1.18,1.93
2020-02-03 21:00:00,2.32,1.26,1.77
2020-02-03 22:00:00,2.35,1.3,1.83
2020-02-03 23:00:00,2.25,1.4,2.28
2020-02-04 00:00:00,2.15,1.32,2.07
2020-02-04 01:00:00,1.73,1.22,1.86
2020-02-04 02:00:00,1.75,1.22,1.64
2020-02-04 03:00:00,1.83,1.23,1.67
2020-02-04 04:00:00,1.88,1.25,1.49
2020-02-04 05:00:00,1.88,1.26,1.59
2020-02-04 06:00:00,1.76,1.28,1.53
2020-02-04 07:00:00,1.65,1.26,1.55
2020-02-04 08:00:00,1.75,1.29,1.56
2020-02-04 09:00:00,1.75,1.34,1.9
2020-02-04 10:00:00,1.8,1.37,1.81
2020-02-04 11:00:00,1.97,1.44,1.77
2020-02-04 12:00:00,2.34,1.76,1.58
2020-02-04 13:00:00,2.39,2.36,1.57
2020-02-04 14:00:00,2.5,2.2,1.52
2020-02-04 15:00:00,2.42,1.92,1.48
2020-02-04 16:00:00,2.29,1.56,1.48
2020-02-04 17:00:00,2.21,1.49,1.71
2020-02-04 18:00:00,2.04,1.39,1.75
2020-02-04 19:00:00,1.79,1.29,1.34
2020-02-04 20:00:00,1.6,1.35,1.26
2020-02-04 21:00:00,1.51,1.18,1.26
2020-02-04 22:00:00,1.48,1.15,1.26
2020-02-04 23:00:00,1.51,1.15,1.28
2020-02-05 00:00:00,1.46,1.17,1.26
2020-02-05 01:00:00,1.44,1.16,1.27
2020-02-05 02:00:00,1.43,1.16,1.26
2020-02-05 03:00:00,1.43,1.15,1.27
2020-02-05 04:00:00,1.41,1.16,1.26
2020-02-05 05:00:00,1.42,1.16,1.26
